epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
90,379.905,2.4,2.14575,2.40509,2.88348,0,0.15459,0.15909,0.10192,0.02435,0.00192,0.13636,0.00058,6e-05,2.6464,1.88208,2.85026,2.89788,0,0.00182378,0.00182378,0.00182378
91,385.903,2.45193,2.34866,2.45184,2.82548,0,0.15459,0.15909,0.10192,0.02435,0.00192,0.13636,0.00058,6e-05,2.6464,1.88208,2.85026,2.89788,0,0.0018218,0.0018218,0.0018218
92,392.346,2.4316,2.21518,2.50133,2.89766,0,0.08941,0.04545,0.05819,0.011,0.00133,0.09091,0.00027,8e-05,2.74525,1.847,3.10662,2.97469,0,0.00181982,0.00181982,0.00181982
93,398.47,2.33356,2.13487,2.49013,2.85466,0,0.02062,0.40909,0.03014,0.00681,0.00099,0.06818,0.00011,3e-05,2.80906,1.89149,3.15505,2.95392,0,0.00181784,0.00181784,0.00181784
94,404.362,2.47212,2.22016,2.38597,2.88185,0,0.44206,0.07247,0.10272,0.02743,0.00063,0.04545,6e-05,1e-05,2.66232,1.89984,2.99856,2.80238,0,0.00181586,0.00181586,0.00181586
95,410.518,2.37918,2.22141,2.40808,2.84023,0,0.31015,0.11364,0.10407,0.03056,0.00094,0.06818,9e-05,1e-05,2.58653,1.88077,2.93896,2.82063,0,0.00181388,0.00181388,0.00181388
96,416.494,2.32317,2.17954,2.4529,2.77184,0,0.31015,0.11364,0.10407,0.03056,0.00094,0.06818,9e-05,1e-05,2.58653,1.88077,2.93896,2.82063,0,0.0018119,0.0018119,0.0018119
97,422.851,2.36676,2.20349,2.41981,2.81376,0,0.10051,0.13636,0.10727,0.02987,0.00758,0.02273,0.0006,6e-05,2.66154,1.92443,2.97085,2.97676,0,0.00180992,0.00180992,0.00180992
98,429.12,2.30527,2.1533,2.42491,2.8058,0,0.25013,0.25,0.17856,0.03806,0.00032,0.02273,5e-05,0,2.51009,1.92494,2.95186,2.97131,0,0.00180794,0.00180794,0.00180794
99,435.326,2.34402,2.15723,2.31023,2.76226,0,0.16062,0.25,0.16565,0.03456,0.00033,0.02273,3e-05,0,2.49805,1.97284,2.77258,2.8969,0,0.00180596,0.00180596,0.00180596
100,441.016,2.30096,2.03901,2.40861,2.82805,0,0.1426,0.25709,0.13796,0.0301,0.00127,0.02273,0.0002,2e-05,2.53352,2.01322,2.69034,2.93494,0,0.00180398,0.00180398,0.00180398
101,445.405,2.2746,2.10647,2.42891,2.75845,0,0.13398,0.22727,0.12029,0.02568,0.00033,0.02273,0.00012,3e-05,2.50373,1.94427,2.72398,2.92006,0,0.001802,0.001802,0.001802
102,450.003,2.30609,2.05287,2.36477,2.77874,0,0.13398,0.22727,0.12029,0.02568,0.00033,0.02273,0.00012,3e-05,2.50373,1.94427,2.72398,2.92006,0,0.00180002,0.00180002,0.00180002
103,454.174,2.39756,2.14562,2.38124,2.80704,0,0.12005,0.20455,0.1229,0.03343,0.00098,0.06818,0.00029,4e-05,2.49243,1.94204,2.68354,2.87214,0,0.00179804,0.00179804,0.00179804
104,458.627,2.29087,2.03988,2.32023,2.73975,0,0.35393,0.11364,0.14119,0.03515,0.00534,0.04545,0.00087,0.00011,2.48833,1.92405,2.68312,2.92644,0,0.00179606,0.00179606,0.00179606
105,462.811,2.34201,2.15968,2.38132,2.72025,0,0.53058,0.11364,0.14886,0.03862,0.00775,0.04545,0.00085,0.00015,2.4697,1.95818,2.74225,2.91138,0,0.00179408,0.00179408,0.00179408
106,466.817,2.32145,2.10461,2.35105,2.75739,0,0.18712,0.20455,0.17713,0.04391,0.01486,0.04545,0.00195,0.00034,2.51963,1.91858,2.72702,2.89398,0,0.0017921,0.0017921,0.0017921
107,470.959,2.30875,2.07136,2.32348,2.71288,0,0.18712,0.20455,0.17713,0.04391,0.01486,0.04545,0.00195,0.00034,2.51963,1.91858,2.72702,2.89398,0,0.00179012,0.00179012,0.00179012
108,475.206,2.3266,2.15079,2.32985,2.71941,0,0.28702,0.18182,0.13331,0.03228,0.00288,0.04545,0.00057,0.0001,2.73842,1.96521,2.81813,3.00255,0,0.00178814,0.00178814,0.00178814
