epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,15645.2,1.50379,1.66369,1.45329,0.47093,0.18525,0.1813,0.06778,1.64232,2.07541,1.09636,0.00063125,0.00063125,0.00063125
22,16405.7,1.45402,1.61788,1.41747,0.49477,0.19641,0.18448,0.06457,1.68468,1.91052,1.10887,0.000600313,0.000600313,0.000600313
23,17167.4,1.4847,1.6354,1.43045,0.46329,0.23637,0.21543,0.0834,1.64041,1.86327,1.08019,0.000569375,0.000569375,0.000569375
24,17929.3,1.44253,1.57706,1.41867,0.49204,0.19159,0.1942,0.07561,1.70403,1.98945,1.11589,0.000538438,0.000538438,0.000538438
25,18691.6,1.46173,1.60958,1.42406,0.52993,0.22068,0.20657,0.08823,1.63595,2.03404,1.09193,0.0005075,0.0005075,0.0005075
26,19453.2,1.44116,1.57396,1.41184,0.22295,0.19758,0.21396,0.09375,1.62091,2.06869,1.08226,0.000476562,0.000476562,0.000476562
27,20219.3,1.43557,1.55794,1.40627,0.24705,0.22256,0.22313,0.0929,1.60773,1.95707,1.07827,0.000445625,0.000445625,0.000445625
28,20950.3,1.41952,1.5455,1.40012,0.48916,0.23131,0.21594,0.09115,1.60261,1.97879,1.07502,0.000414688,0.000414688,0.000414688
29,21708.2,1.42254,1.5142,1.39398,0.28447,0.28405,0.22587,0.09361,1.63709,1.91036,1.09274,0.00038375,0.00038375,0.00038375
30,22466.1,1.39477,1.49768,1.38081,0.47151,0.2541,0.23187,0.08886,1.64288,1.99001,1.08552,0.000352812,0.000352812,0.000352812
31,23175.6,1.45171,1.53189,1.40474,0.28612,0.25327,0.23357,0.105,1.68186,1.86307,1.11009,0.000321875,0.000321875,0.000321875
32,23885,1.42611,1.50481,1.39679,0.2875,0.31868,0.23752,0.11001,1.67736,1.90785,1.10984,0.000290937,0.000290937,0.000290937
33,24597.1,1.41312,1.47233,1.37774,0.33065,0.26898,0.25911,0.10369,1.64026,1.84221,1.08974,0.00026,0.00026,0.00026
34,25308.1,1.4035,1.44415,1.36826,0.30732,0.35751,0.26101,0.10903,1.6684,1.80642,1.09201,0.000229063,0.000229063,0.000229063
35,26019.3,1.39846,1.45342,1.36514,0.33775,0.36439,0.26806,0.1132,1.63389,1.74402,1.08602,0.000198125,0.000198125,0.000198125
36,26729.7,1.40211,1.4164,1.36918,0.32916,0.33209,0.27719,0.12107,1.65068,1.79137,1.0912,0.000167188,0.000167188,0.000167188
37,27441.8,1.38415,1.4262,1.34972,0.31691,0.3504,0.25596,0.10961,1.66933,1.79064,1.10211,0.00013625,0.00013625,0.00013625
38,28153.2,1.35253,1.39728,1.33334,0.37427,0.3283,0.28391,0.11379,1.67793,1.75064,1.09571,0.000105312,0.000105312,0.000105312
39,28864.2,1.35171,1.3774,1.33399,0.34633,0.35654,0.28559,0.11579,1.67865,1.73892,1.10316,7.4375e-05,7.4375e-05,7.4375e-05
40,29572,1.3536,1.37499,1.33215,0.35497,0.36626,0.30242,0.1212,1.65086,1.7451,1.09088,4.34375e-05,4.34375e-05,4.34375e-05
