epoch,time,train_loss,val_dice,lr
56,597.4,0.48059,,2.849e-04
57,608.0,0.4319,,2.842e-04
58,618.5,0.43303,,2.834e-04
59,628.9,0.44121,,2.827e-04
60,640.5,0.39606,0.50578,2.819e-04
61,650.9,0.38736,,2.811e-04
62,661.3,0.41279,,2.803e-04
63,671.8,0.38126,,2.795e-04
64,682.3,0.40706,,2.786e-04
65,694.0,0.38492,0.50986,2.778e-04
66,704.3,0.34426,,2.769e-04
67,714.7,0.43052,,2.760e-04
68,725.2,0.34171,,2.751e-04
69,735.7,0.40518,,2.742e-04
70,746.9,0.42188,0.50809,2.732e-04
71,757.3,0.4131,,2.723e-04
72,767.8,0.36024,,2.713e-04
73,778.3,0.41473,,2.703e-04
74,788.8,0.43926,,2.694e-04
75,799.9,0.3848,0.50337,2.683e-04
76,810.3,0.42777,,2.673e-04
77,820.8,0.38377,,2.663e-04
78,831.3,0.3406,,2.652e-04
79,841.8,0.35463,,2.642e-04
80,853.0,0.41544,0.45756,2.631e-04
81,863.5,0.35779,,2.620e-04
82,874.1,0.35941,,2.609e-04
83,884.6,0.35689,,2.598e-04
84,895.1,0.4021,,2.586e-04
85,906.7,0.41357,0.53078,2.575e-04
86,917.1,0.42705,,2.563e-04
87,927.6,0.38596,,2.552e-04
88,938.1,0.37358,,2.540e-04
89,948.7,0.38206,,2.528e-04
90,959.9,0.41333,0.48872,2.516e-04
91,970.5,0.44736,,2.503e-04
92,981.1,0.39003,,2.491e-04
93,991.6,0.43715,,2.479e-04
94,1002.2,0.3894,,2.466e-04
95,1013.5,0.39168,0.50436,2.453e-04
96,1023.9,0.37938,,2.440e-04
97,1034.4,0.39652,,2.427e-04
98,1044.9,0.31672,,2.414e-04
99,1055.3,0.32647,,2.401e-04
100,1066.7,0.35351,0.49935,2.388e-04
101,1077.3,0.34614,,2.375e-04
102,1087.7,0.33637,,2.361e-04
103,1098.2,0.36434,,2.348e-04
104,1108.7,0.38575,,2.334e-04
105,1119.8,0.36486,0.51679,2.320e-04
106,1130.2,0.30581,,2.306e-04
107,1140.8,0.37169,,2.292e-04
108,1151.3,0.41075,,2.278e-04
109,1161.8,0.39664,,2.264e-04
110,1173.0,0.39234,0.50154,2.250e-04
111,1183.6,0.40643,,2.235e-04
112,1194.1,0.38389,,2.221e-04
113,1204.5,0.37464,,2.206e-04
114,1215.1,0.28694,,2.192e-04
115,1226.3,0.35763,0.52676,2.177e-04
116,1236.8,0.33322,,2.162e-04
117,1247.2,0.32782,,2.147e-04
118,1257.7,0.37207,,2.132e-04
119,1268.2,0.3349,,2.117e-04
120,1279.4,0.38206,0.52719,2.102e-04
121,1289.9,0.36069,,2.087e-04
122,1300.4,0.38252,,2.072e-04
123,1310.9,0.31048,,2.056e-04
124,1321.4,0.32495,,2.041e-04
125,1332.6,0.35504,0.48074,2.026e-04
126,1343.1,0.35005,,2.010e-04
127,1353.6,0.31975,,1.994e-04
128,1364.1,0.31922,,1.979e-04
129,1374.6,0.39909,,1.963e-04
130,1386.3,0.32347,0.54110,1.947e-04
131,1396.8,0.31491,,1.932e-04
132,1407.3,0.36155,,1.916e-04
133,1417.8,0.38258,,1.900e-04
134,1428.4,0.33663,,1.884e-04
135,1439.6,0.32238,0.51721,1.868e-04
136,1450.3,0.33841,,1.852e-04
137,1460.9,0.34916,,1.836e-04
138,1471.4,0.32776,,1.820e-04
139,1481.9,0.30856,,1.803e-04
140,1493.2,0.34772,0.53353,1.787e-04
141,1503.7,0.34621,,1.771e-04
142,1514.1,0.32808,,1.755e-04
143,1524.6,0.31519,,1.738e-04
144,1535.2,0.33137,,1.722e-04
145,1546.3,0.28852,0.52740,1.706e-04
146,1556.8,0.30232,,1.689e-04
147,1567.2,0.29467,,1.673e-04
148,1577.8,0.3094,,1.656e-04
149,1588.4,0.29597,,1.640e-04
150,1600.0,0.34806,0.56246,1.623e-04
151,1610.5,0.33348,,1.607e-04
152,1621.0,0.32897,,1.590e-04
153,1631.5,0.34048,,1.574e-04
154,1642.0,0.31634,,1.557e-04
155,1653.3,0.31161,0.53130,1.541e-04
156,1663.9,0.33423,,1.524e-04
157,1675.0,0.30744,,1.508e-04
158,1685.9,0.30025,,1.491e-04
159,1696.5,0.29817,,1.475e-04
160,1708.1,0.30938,0.52173,1.458e-04
161,1718.7,0.31633,,1.442e-04
162,1729.2,0.34876,,1.425e-04
163,1739.8,0.2915,,1.409e-04
164,1750.4,0.27876,,1.392e-04
165,1761.7,0.33231,0.49863,1.376e-04
166,1772.3,0.29998,,1.359e-04
167,1782.9,0.36068,,1.343e-04
168,1793.6,0.31647,,1.326e-04
169,1804.3,0.35674,,1.310e-04
170,1815.6,0.30205,0.54141,1.294e-04
171,1826.1,0.29608,,1.277e-04
172,1836.7,0.32181,,1.261e-04
173,1847.3,0.31618,,1.245e-04
174,1857.9,0.34477,,1.228e-04
175,1869.2,0.26803,0.54216,1.212e-04
176,1879.6,0.30642,,1.196e-04
177,1890.2,0.34523,,1.180e-04
178,1900.8,0.31891,,1.164e-04
179,1911.4,0.29737,,1.147e-04
180,1922.6,0.30886,0.53138,1.131e-04
181,1933.1,0.35172,,1.115e-04
182,1943.5,0.31697,,1.099e-04
183,1954.0,0.31928,,1.083e-04
184,1964.5,0.28625,,1.068e-04
185,1975.7,0.3253,0.52913,1.052e-04
186,1986.2,0.30579,,1.036e-04
187,1996.8,0.2947,,1.020e-04
188,2007.2,0.32674,,1.005e-04
189,2017.7,0.26874,,9.892e-05
190,2028.8,0.25717,0.53727,9.737e-05
191,2039.4,0.29066,,9.582e-05
192,2050.0,0.28615,,9.428e-05
193,2060.5,0.31825,,9.275e-05
194,2071.0,0.31692,,9.123e-05
195,2082.6,0.27038,0.56514,8.971e-05
196,2093.1,0.27843,,8.820e-05
197,2103.8,0.26191,,8.669e-05
198,2114.3,0.26762,,8.520e-05
199,2124.8,0.30031,,8.371e-05
200,2135.9,0.28615,0.54661,8.223e-05
201,2146.5,0.29809,,8.076e-05
202,2157.0,0.28258,,7.930e-05
203,2167.6,0.27698,,7.785e-05
204,2178.1,0.27471,,7.640e-05
205,2189.3,0.28188,0.55852,7.496e-05
206,2199.8,0.23722,,7.354e-05
207,2210.3,0.32692,,7.212e-05
208,2220.9,0.26733,,7.071e-05
209,2231.6,0.28633,,6.931e-05
210,2242.8,0.30496,0.53623,6.792e-05
211,2253.4,0.25855,,6.654e-05
212,2263.9,0.24906,,6.518e-05
213,2274.4,0.24484,,6.382e-05
214,2285.0,0.28512,,6.247e-05
215,2296.6,0.26633,0.59437,6.113e-05
216,2307.2,0.27822,,5.980e-05
217,2317.7,0.22704,,5.849e-05
218,2328.2,0.28781,,5.718e-05
219,2338.8,0.29164,,5.589e-05
220,2350.1,0.27932,0.59072,5.461e-05
221,2360.6,0.27238,,5.334e-05
222,2371.2,0.27666,,5.208e-05
223,2381.7,0.29793,,5.083e-05
224,2392.2,0.27193,,4.960e-05
225,2403.5,0.25988,0.58741,4.838e-05
226,2414.0,0.28075,,4.717e-05
227,2424.6,0.30635,,4.597e-05
228,2435.2,0.25079,,4.479e-05
229,2445.7,0.26928,,4.361e-05
230,2457.0,0.27078,0.57507,4.245e-05
231,2467.5,0.2608,,4.131e-05
232,2478.2,0.26195,,4.018e-05
233,2488.8,0.26438,,3.906e-05
234,2499.4,0.26378,,3.795e-05
235,2510.7,0.2839,0.56921,3.686e-05
236,2521.3,0.27634,,3.578e-05
237,2531.9,0.25314,,3.471e-05
238,2542.5,0.25542,,3.366e-05
239,2553.2,0.24777,,3.263e-05
240,2564.7,0.24742,0.58851,3.160e-05
241,2575.3,0.25985,,3.060e-05
242,2585.8,0.27081,,2.960e-05
243,2596.3,0.25491,,2.862e-05
244,2606.9,0.23765,,2.766e-05
245,2618.6,0.29316,0.60086,2.671e-05
246,2629.1,0.32575,,2.578e-05
247,2639.7,0.26901,,2.486e-05
248,2650.3,0.23682,,2.395e-05
249,2661.0,0.25378,,2.306e-05
250,2672.3,0.25854,0.58651,2.219e-05
251,2683.1,0.23156,,2.133e-05
252,2693.9,0.2541,,2.049e-05
253,2704.5,0.29506,,1.966e-05
254,2715.1,0.28381,,1.885e-05
255,2726.5,0.23041,0.58085,1.806e-05
256,2737.0,0.2711,,1.728e-05
257,2747.7,0.27158,,1.652e-05
258,2758.2,0.25153,,1.577e-05
259,2768.8,0.25627,,1.504e-05
260,2780.0,0.2493,0.58017,1.433e-05
261,2790.7,0.19684,,1.363e-05
262,2801.3,0.27188,,1.295e-05
263,2812.0,0.26344,,1.229e-05
264,2822.5,0.24183,,1.164e-05
265,2833.8,0.26785,0.59601,1.101e-05
266,2844.4,0.21783,,1.040e-05
267,2855.0,0.22054,,9.801e-06
268,2865.6,0.25533,,9.222e-06
269,2876.2,0.23964,,8.660e-06
270,2887.4,0.26479,0.58435,8.115e-06
271,2898.0,0.23135,,7.587e-06
272,2908.6,0.25071,,7.077e-06
273,2919.1,0.24354,,6.583e-06
274,2929.7,0.23433,,6.108e-06
275,2941.0,0.23282,0.58080,5.649e-06
276,2951.6,0.28208,,5.209e-06
277,2962.1,0.24446,,4.786e-06
278,2972.7,0.24132,,4.380e-06
279,2983.4,0.25913,,3.992e-06
280,2994.9,0.24184,0.57634,3.622e-06
281,3005.4,0.27178,,3.270e-06
282,3016.0,0.25517,,2.936e-06
283,3026.5,0.23924,,2.619e-06
284,3037.0,0.23884,,2.321e-06
285,3048.3,0.24452,0.59079,2.040e-06
286,3058.9,0.24853,,1.777e-06
287,3069.4,0.21709,,1.533e-06
288,3079.9,0.23625,,1.306e-06
289,3090.5,0.27143,,1.097e-06
290,3101.9,0.22,0.57785,9.069e-07
291,3112.4,0.23345,,7.346e-07
292,3123.0,0.25631,,5.803e-07
293,3133.5,0.24681,,4.443e-07
294,3144.1,0.23749,,3.264e-07
295,3155.3,0.23564,0.57876,2.266e-07
296,3165.8,0.21687,,1.451e-07
297,3176.4,0.24545,,8.182e-08
298,3186.9,0.26788,,3.672e-08
299,3197.5,0.2353,,9.852e-09
300,3208.9,0.24212,0.58293,1.206e-09
