epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
30,156.117,2.60509,2.76907,2.55927,2.70486,0,0.03207,0.04545,0.00845,0.00137,0.0003,0.02273,4e-05,1e-05,3.25942,2.31271,3.82587,3.53867,0,0.00194258,0.00194258,0.00194258
31,160.586,2.65257,2.80198,2.63868,2.76934,0,0.13052,0.02273,0.01885,0.00394,0.0003,0.02273,0.00024,5e-05,3.29416,2.42657,3.70081,3.56676,0,0.0019406,0.0019406,0.0019406
32,164.972,2.59454,2.77277,2.57645,2.69554,0,0.13052,0.02273,0.01885,0.00394,0.0003,0.02273,0.00024,5e-05,3.29416,2.42657,3.70081,3.56676,0,0.00193862,0.00193862,0.00193862
33,169.397,2.52239,2.69535,2.59299,2.63427,0,0.06914,0.02273,0.01882,0.00431,0,0,0,0,3.42261,2.80698,3.549,3.69376,0,0.00193664,0.00193664,0.00193664
34,173.966,2.63137,2.7768,2.64379,2.66104,0,0.02296,0.02273,0.00896,0.00142,0,0,0,0,3.59737,2.32421,3.81409,3.80799,0,0.00193466,0.00193466,0.00193466
35,178.595,2.48876,2.69573,2.59455,2.69222,0,0.01626,0.15909,0.00889,0.00164,0.0003,0.02273,3e-05,0,3.26561,12.0401,3.41769,3.70786,0,0.00193268,0.00193268,0.00193268
36,183.013,2.53351,2.69277,2.52529,2.63622,0,0.0517,0.02273,0.0125,0.00251,0.00068,0.04545,0.00013,2e-05,3.7345,13.6354,3.4706,4.08558,0,0.0019307,0.0019307,0.0019307
37,187.454,2.49833,2.66492,2.5801,2.60323,0,0.01451,0.04545,0.00834,0.00178,0.00071,0.04545,0.00014,3e-05,3.58247,3.37283,3.30646,3.64984,0,0.00192872,0.00192872,0.00192872
38,191.837,2.5053,2.69296,2.52111,2.62615,0,0.01451,0.04545,0.00834,0.00178,0.00071,0.04545,0.00014,3e-05,3.58247,3.37283,3.30646,3.64984,0,0.00192674,0.00192674,0.00192674
39,196.286,2.45253,2.54893,2.51374,2.56202,0,0.01414,0.13636,0.00479,0.00106,0.00077,0.04545,4e-05,1e-05,3.51781,2.30103,3.32088,3.49313,0,0.00192476,0.00192476,0.00192476
40,200.644,2.46208,2.73259,2.57776,2.61698,0,0.00516,0.29545,0.00532,0.00145,0,0,0,0,3.64724,2.37419,3.13471,3.561,0,0.00192278,0.00192278,0.00192278
41,205.108,2.44227,2.57527,2.5493,2.58993,0,0.01384,0.25,0.0142,0.00375,0.00041,0.02273,1e-05,0,3.69196,2.35294,2.95054,3.64752,0,0.0019208,0.0019208,0.0019208
42,209.654,2.53363,2.65423,2.55574,2.61269,0,0.05493,0.04545,0.03236,0.01241,0,0,0,0,3.3107,2.20051,2.80769,3.46507,0,0.00191882,0.00191882,0.00191882
43,214.314,2.46172,2.54257,2.52407,2.5655,0,0.05493,0.04545,0.03236,0.01241,0,0,0,0,3.3107,2.20051,2.80769,3.46507,0,0.00191684,0.00191684,0.00191684
44,218.925,2.36334,2.39211,2.41102,2.52813,0,0.08376,0.15909,0.07354,0.01815,0,0,0,0,2.90875,2.16567,3.10565,3.09065,0,0.00191486,0.00191486,0.00191486
45,223.617,2.45551,2.46146,2.45077,2.57977,0,0.05395,0.15909,0.03965,0.00995,0,0,0,0,2.81652,2.14109,3.64232,2.95044,0,0.00191288,0.00191288,0.00191288
46,228.051,2.45849,2.51752,2.53077,2.53447,0,0.05055,0.40909,0.06144,0.01876,0,0,0,0,2.80202,2.07147,3.48739,3.00466,0,0.0019109,0.0019109,0.0019109
47,232.597,2.44323,2.5707,2.40431,2.54249,0,0.1062,0.36364,0.12227,0.0419,0,0,0,0,2.95728,2.03494,3.12015,3.17959,0,0.00190892,0.00190892,0.00190892
48,237.227,2.41918,2.51295,2.48248,2.5515,0,0.1062,0.36364,0.12227,0.0419,0,0,0,0,2.95728,2.03494,3.12015,3.17959,0,0.00190694,0.00190694,0.00190694
49,241.845,2.35376,2.52293,2.47975,2.53465,0,0.08572,0.27273,0.08087,0.02817,0.0003,0.02273,2e-05,0,2.87103,2.00844,2.93416,3.045,0,0.00190496,0.00190496,0.00190496
50,246.26,2.40616,2.59463,2.48989,2.53495,0,0.10712,0.22727,0.07913,0.02364,0.00062,0.04545,5e-05,1e-05,2.81341,1.90994,2.8706,2.96959,0,0.00190298,0.00190298,0.00190298
51,250.807,2.38954,2.55568,2.47948,2.49855,0,0.0711,0.09091,0.0651,0.01815,0.00096,0.06818,7e-05,1e-05,2.86943,1.90504,2.86507,2.98058,0,0.001901,0.001901,0.001901
52,255.342,2.30503,2.30094,2.40029,2.51793,0,0.10339,0.0814,0.0526,0.01529,0.00097,0.06818,0.00011,1e-05,2.81633,1.96823,2.98415,2.92714,0,0.00189902,0.00189902,0.00189902
53,259.91,2.33469,2.39803,2.43767,2.55572,0,0.01319,0.11364,0.00784,0.0023,0.0003,0.02273,1e-05,0,2.6582,2.07837,3.46866,2.83352,0,0.00189704,0.00189704,0.00189704
54,264.545,2.29202,2.52685,2.42456,2.49743,0,0.01319,0.11364,0.00784,0.0023,0.0003,0.02273,1e-05,0,2.6582,2.07837,3.46866,2.83352,0,0.00189506,0.00189506,0.00189506
55,269.304,2.24139,2.44866,2.44594,2.47919,0,0.0105,0.13636,0.00558,0.00168,0,0,0,0,2.62875,2.1399,3.85622,2.80892,0,0.00189308,0.00189308,0.00189308
56,274.089,2.24769,2.3333,2.35005,2.4464,0,0.0402,0.22727,0.03344,0.01183,0.00061,0.04545,3e-05,0,2.58236,1.98433,3.15741,2.75953,0,0.0018911,0.0018911,0.0018911
57,278.533,2.2469,2.47052,2.41455,2.40752,0,0.17434,0.22727,0.10778,0.02942,0.00182,0.13636,0.00028,3e-05,2.5414,1.91178,2.88465,2.75095,0,0.00188912,0.00188912,0.00188912
58,282.998,2.33644,2.45925,2.48574,2.44456,0,0.15394,0.22727,0.09841,0.0269,0.00091,0.06818,0.0001,1e-05,2.59319,1.92994,2.79169,2.79523,0,0.00188714,0.00188714,0.00188714
59,287.521,2.27307,2.38638,2.41931,2.44416,0,0.15394,0.22727,0.09841,0.0269,0.00091,0.06818,0.0001,1e-05,2.59319,1.92994,2.79169,2.79523,0,0.00188516,0.00188516,0.00188516
60,292.077,2.27982,2.49278,2.46576,2.47373,0,0.23661,0.25,0.14361,0.04434,0.00091,0.06818,0.00015,1e-05,2.48498,1.94599,2.7878,2.73266,0,0.00188318,0.00188318,0.00188318
61,296.778,2.29793,2.49771,2.36857,2.41174,0,0.10601,0.18182,0.06408,0.02304,0.0005,0.02273,0.00017,2e-05,2.51664,2.05074,2.84612,2.69766,0,0.0018812,0.0018812,0.0018812
62,301.47,2.21247,2.47874,2.39599,2.40928,0,0.08038,0.18182,0.04734,0.01653,0.00514,0.02273,0.00048,5e-05,2.61055,2.21821,3.02307,2.75052,0,0.00187922,0.00187922,0.00187922
63,306.018,2.2652,2.44217,2.33055,2.39755,0,0.06575,0.27273,0.03977,0.01136,0,0,0,0,2.58519,2.18106,3.14378,2.7342,0,0.00187724,0.00187724,0.00187724
64,310.619,2.28419,2.33029,2.34019,2.41132,0,0.06575,0.27273,0.03977,0.01136,0,0,0,0,2.58519,2.18106,3.14378,2.7342,0,0.00187526,0.00187526,0.00187526
65,315.231,2.25689,2.50716,2.4166,2.42272,0,0.09771,0.22727,0.05521,0.01374,0,0,0,0,2.53915,2.08992,3.28203,2.73739,0,0.00187328,0.00187328,0.00187328
66,320.002,2.28459,2.53684,2.32955,2.36588,0,0.15861,0.18182,0.10909,0.02768,0,0,0,0,2.61688,2.18747,3.41835,2.79834,0,0.0018713,0.0018713,0.0018713
67,324.677,2.15561,2.39238,2.26902,2.26236,0,0.20418,0.20455,0.14831,0.04661,0.0003,0.02273,1e-05,0,2.63321,2.15493,3.21008,2.74171,0,0.00186932,0.00186932,0.00186932
68,329.452,2.17395,2.44301,2.30433,2.33486,0,0.28801,0.25,0.16652,0.04211,0.00121,0.09091,0.00014,1e-05,2.45397,2.06215,2.92879,2.61903,0,0.00186734,0.00186734,0.00186734
69,334.092,2.17934,2.33668,2.30018,2.31549,0,0.34671,0.18182,0.21883,0.0603,0.00091,0.06818,9e-05,1e-05,2.44761,1.90636,2.76513,2.60442,0,0.00186536,0.00186536,0.00186536
70,338.724,2.18311,2.32508,2.31023,2.29437,0,0.34671,0.18182,0.21883,0.0603,0.00091,0.06818,9e-05,1e-05,2.44761,1.90636,2.76513,2.60442,0,0.00186338,0.00186338,0.00186338
71,343.412,2.22964,2.40713,2.37945,2.33049,0,0.23869,0.25,0.21077,0.07678,0.00214,0.15909,0.00043,7e-05,2.52031,1.86249,2.6836,2.6137,0,0.0018614,0.0018614,0.0018614
72,348.09,2.19524,2.40691,2.37239,2.31257,0,0.11865,0.15909,0.14657,0.03092,0.00138,0.04545,0.0003,5e-05,2.68246,2.01574,2.75547,2.67894,0,0.00185942,0.00185942,0.00185942
73,352.785,2.19605,2.48503,2.23338,2.2626,0,0.12332,0.06818,0.08417,0.0136,0.00238,0.11364,0.00083,0.00011,2.82518,2.00153,2.92623,2.75346,0,0.00185744,0.00185744,0.00185744
74,357.551,2.16872,2.36075,2.35845,2.27637,0,0.16473,0.11364,0.06305,0.01418,0.00061,0.04545,5e-05,1e-05,2.83987,1.93281,3.00888,2.71509,0,0.00185546,0.00185546,0.00185546
75,362.241,2.17581,2.33761,2.3351,2.28985,0,0.16473,0.11364,0.06305,0.01418,0.00061,0.04545,5e-05,1e-05,2.83987,1.93281,3.00888,2.71509,0,0.00185348,0.00185348,0.00185348
76,366.969,2.20028,2.49655,2.29743,2.22043,0,0.11233,0.25,0.06269,0.01667,0.00061,0.04545,0.00013,2e-05,2.78181,1.97488,2.95775,2.70523,0,0.0018515,0.0018515,0.0018515
77,371.584,2.19773,2.40251,2.29407,2.23913,0,0.19903,0.18182,0.14777,0.04329,0.00208,0.09091,0.00069,0.00018,2.52531,1.92011,2.65919,2.62704,0,0.00184952,0.00184952,0.00184952
78,376.244,2.15681,2.33344,2.23785,2.25406,0,0.2019,0.13636,0.11962,0.03984,0.00226,0.06818,0.00073,0.00023,2.51062,1.89552,2.59851,2.6353,0,0.00184754,0.00184754,0.00184754
79,380.911,2.13247,2.31687,2.19947,2.24422,0,0.1979,0.18182,0.12666,0.04348,0.00227,0.09091,0.00081,0.00022,2.57888,1.89109,2.69733,2.6493,0,0.00184556,0.00184556,0.00184556
80,385.573,2.16227,2.32349,2.23107,2.27374,0,0.1979,0.18182,0.12666,0.04348,0.00227,0.09091,0.00081,0.00022,2.57888,1.89109,2.69733,2.6493,0,0.00184358,0.00184358,0.00184358
81,390.36,2.21582,2.46412,2.24921,2.25963,0,0.15694,0.22727,0.14413,0.0505,0.00266,0.04545,0.00047,6e-05,2.50409,1.85307,2.89899,2.56154,0,0.0018416,0.0018416,0.0018416
82,394.99,2.17077,2.46868,2.22579,2.245,0,0.11022,0.31818,0.07942,0.02781,0.00155,0.11364,0.00019,5e-05,2.37399,1.86832,3.03541,2.50934,0,0.00183962,0.00183962,0.00183962
83,399.57,2.25162,2.4573,2.26397,2.27592,0,0.12847,0.25,0.10814,0.03253,0.00182,0.09091,0.00037,8e-05,2.46026,1.87063,2.78833,2.58881,0,0.00183764,0.00183764,0.00183764
84,404.298,2.08703,2.27085,2.25359,2.21735,0,0.28097,0.22727,0.19889,0.05955,0.00121,0.09091,0.00022,7e-05,2.43848,1.85813,2.70082,2.57174,0,0.00183566,0.00183566,0.00183566
85,408.948,2.08778,2.32926,2.18211,2.17972,0,0.18696,0.29545,0.15922,0.05625,0.00683,0.04545,0.00099,0.00021,2.43788,1.80958,2.64203,2.58208,0,0.00183368,0.00183368,0.00183368
86,413.588,2.15326,2.43568,2.2818,2.21504,0,0.18696,0.29545,0.15922,0.05625,0.00683,0.04545,0.00099,0.00021,2.43788,1.80958,2.64203,2.58208,0,0.0018317,0.0018317,0.0018317
87,418.532,2.07977,2.2479,2.25875,2.21486,0,0.14596,0.31818,0.11416,0.0412,0.00412,0.04545,0.00094,0.0002,2.46004,1.79989,2.73389,2.57927,0,0.00182972,0.00182972,0.00182972
88,423.24,2.0672,2.35111,2.09002,2.12461,0,0.15914,0.28397,0.14385,0.04501,0.00779,0.06818,0.00184,0.00036,2.37407,1.80539,2.66259,2.54142,0,0.00182774,0.00182774,0.00182774
89,427.915,2.03401,2.3165,2.16505,2.14325,0,0.21323,0.38636,0.20105,0.07374,0.00438,0.11364,0.00118,0.00018,2.38075,1.7996,2.72253,2.53407,0,0.00182576,0.00182576,0.00182576
90,432.624,2.02969,2.24923,2.14103,2.1514,0,0.16337,0.25,0.14748,0.04978,0.00122,0.09091,0.0002,2e-05,2.50173,1.87871,2.85888,2.64176,0,0.00182378,0.00182378,0.00182378
91,437.308,2.20356,2.28009,2.1321,2.23481,0,0.16337,0.25,0.14748,0.04978,0.00122,0.09091,0.0002,2e-05,2.50173,1.87871,2.85888,2.64176,0,0.0018218,0.0018218,0.0018218
92,442.002,2.08482,2.24271,2.09602,2.16878,0,0.06388,0.09091,0.07156,0.02454,0.0003,0.02273,2e-05,0,2.64066,1.99659,3.02858,2.75657,0,0.00181982,0.00181982,0.00181982
93,446.792,2.12359,2.31929,2.15438,2.19406,0,0.02519,0.27273,0.0158,0.00526,0.00061,0.04545,3e-05,1e-05,2.67802,1.90948,3.26832,2.82845,0,0.00181784,0.00181784,0.00181784
94,451.579,2.08209,2.26397,2.13291,2.14974,0,0.06025,0.13636,0.0374,0.01236,0.00736,0.02273,0.00263,0.00051,2.58913,1.781,3.0546,2.70949,0,0.00181586,0.00181586,0.00181586
95,456.232,2.12326,2.35737,2.18344,2.23292,0,0.17393,0.25,0.14806,0.05394,0.01118,0.04545,0.0011,0.00019,2.36562,1.76525,2.82057,2.52293,0,0.00181388,0.00181388,0.00181388
96,460.956,2.13145,2.39525,2.15355,2.20898,0,0.17393,0.25,0.14806,0.05394,0.01118,0.04545,0.0011,0.00019,2.36562,1.76525,2.82057,2.52293,0,0.0018119,0.0018119,0.0018119
97,465.769,2.14337,2.25177,2.17273,2.22789,0,0.13632,0.31818,0.15546,0.06337,0.00413,0.04545,0.0006,0.00011,2.27403,1.77105,2.78773,2.46136,0,0.00180992,0.00180992,0.00180992
98,470.526,2.00128,2.27652,2.06278,2.10727,0,0.17945,0.22727,0.20802,0.07331,0.00378,0.04545,0.00092,0.00016,2.23257,1.77435,2.57175,2.42422,0,0.00180794,0.00180794,0.00180794
99,475.291,2.00013,2.2615,2.07051,2.1075,0,0.15356,0.18182,0.17183,0.06526,0.00426,0.06818,0.00073,0.00014,2.30902,1.81086,2.51225,2.44654,0,0.00180596,0.00180596,0.00180596
100,480.138,2.01545,2.2378,2.08963,2.11444,0,0.33831,0.09091,0.13102,0.0515,0.00267,0.06818,0.00056,0.0001,2.37595,1.79759,2.5676,2.49629,0,0.00180398,0.00180398,0.00180398
101,484.831,2.02366,2.35507,2.10404,2.14695,0,0.35041,0.09091,0.11606,0.04506,0.00344,0.13636,0.00123,0.00023,2.34678,1.76532,2.61565,2.50648,0,0.001802,0.001802,0.001802
102,489.596,2.07749,2.3881,2.09976,2.1156,0,0.35041,0.09091,0.11606,0.04506,0.00344,0.13636,0.00123,0.00023,2.34678,1.76532,2.61565,2.50648,0,0.00180002,0.00180002,0.00180002
103,494.318,2.00948,2.28026,2.11986,2.10257,0,0.1666,0.18182,0.13576,0.04469,0.0067,0.06818,0.00156,0.00027,2.39577,1.73288,2.57061,2.53369,0,0.00179804,0.00179804,0.00179804
104,498.989,1.96763,2.25966,2.1498,2.06239,0,0.17089,0.24366,0.11421,0.04041,0.01124,0.06818,0.00259,0.00038,2.57865,1.747,2.61355,2.63474,0,0.00179606,0.00179606,0.00179606
105,503.743,2.04364,2.40244,2.09988,2.0936,0,0.12179,0.22727,0.07075,0.01895,0.00427,0.02273,0.00086,0.00013,2.82346,1.98178,2.75453,2.7827,0,0.00179408,0.00179408,0.00179408
106,508.783,1.98604,2.31217,2.08486,2.09028,0,0.15009,0.29545,0.12072,0.03534,0.01162,0.02273,0.00144,0.00016,2.60243,1.95116,2.71326,2.65311,0,0.0017921,0.0017921,0.0017921
107,513.3,2.00705,2.24509,2.01032,2.04956,0,0.15009,0.29545,0.12072,0.03534,0.01162,0.02273,0.00144,0.00016,2.60243,1.95116,2.71326,2.65311,0,0.00179012,0.00179012,0.00179012
108,517.984,2.0725,2.41118,2.11637,2.10764,0,0.16157,0.29545,0.15676,0.06699,0.00401,0.02273,0.00093,0.00017,2.42245,1.77069,2.61912,2.53973,0,0.00178814,0.00178814,0.00178814
109,522.748,1.96947,2.30455,2.06396,2.07325,0,0.19195,0.27273,0.16715,0.06421,0.00408,0.04545,0.00077,0.00016,2.48373,1.73987,2.73669,2.54984,0,0.00178616,0.00178616,0.00178616
110,527.4,2.04268,2.24775,2.04567,2.08143,0,0.26096,0.22727,0.16814,0.04769,0.00272,0.04545,0.0005,0.00012,2.53368,1.74386,2.62966,2.55746,0,0.00178418,0.00178418,0.00178418
111,532.123,2.01814,2.34301,2.065,2.06578,0,0.22795,0.29545,0.14581,0.04855,0.00474,0.04545,0.0005,9e-05,2.51289,1.77947,2.6485,2.52793,0,0.0017822,0.0017822,0.0017822
112,537.217,1.94258,2.27693,2.03169,2.04465,0,0.22795,0.29545,0.14581,0.04855,0.00474,0.04545,0.0005,9e-05,2.51289,1.77947,2.6485,2.52793,0,0.00178022,0.00178022,0.00178022
113,542.126,1.92056,2.32705,1.99002,2.00223,0,0.27074,0.31818,0.13885,0.05126,0.00656,0.02273,0.00068,9e-05,2.54383,1.87499,2.71462,2.5589,0,0.00177824,0.00177824,0.00177824
114,546.943,1.95254,2.18941,1.97413,2.02027,0,0.26363,0.27273,0.12348,0.03729,0.02132,0.02273,0.00173,0.00028,2.56338,1.92761,2.82059,2.57108,0,0.00177626,0.00177626,0.00177626
115,551.606,1.98418,2.24293,1.98454,2.0351,0,0.11503,0.27273,0.06704,0.01927,0.04767,0.04545,0.00544,0.00065,2.62416,1.96976,3.07668,2.63388,0,0.00177428,0.00177428,0.00177428
116,556.531,1.98335,2.25012,1.96084,1.9985,0,0.11543,0.22727,0.08378,0.02238,0.13597,0.02273,0.01321,0.00134,2.61874,2.03721,3.15665,2.65652,0,0.0017723,0.0017723,0.0017723
117,561.403,2.06028,2.21591,1.97531,2.06786,0,0.18296,0.21894,0.11341,0.03188,0.03063,0.02273,0.00229,0.00025,2.57502,1.92211,2.95494,2.5705,0,0.00177032,0.00177032,0.00177032
118,566.128,2.02049,2.25676,2.00482,2.0627,0,0.18296,0.21894,0.11341,0.03188,0.03063,0.02273,0.00229,0.00025,2.57502,1.92211,2.95494,2.5705,0,0.00176834,0.00176834,0.00176834
119,570.911,2.00075,2.28447,1.98677,2.06257,0,0.10473,0.29512,0.10238,0.03151,0.00133,0.02273,0.0005,9e-05,2.37506,1.80332,2.80297,2.48462,0,0.00176636,0.00176636,0.00176636
120,575.599,2.03075,2.38327,2.05339,2.06899,0,0.13395,0.34091,0.10888,0.03236,0.00244,0.18182,0.00061,9e-05,2.38507,1.77377,2.78523,2.48129,0,0.00176438,0.00176438,0.00176438
121,580.366,2.02378,2.21453,2.03009,2.06403,0,0.1216,0.36364,0.15938,0.04721,0.00213,0.15909,0.00045,8e-05,2.39781,1.77565,2.78376,2.5068,0,0.0017624,0.0017624,0.0017624
122,585.186,1.86924,2.15404,1.88968,1.94492,0,0.19807,0.31818,0.1897,0.06055,0.00225,0.15909,0.00078,0.00015,2.34958,1.72415,2.58148,2.42385,0,0.00176042,0.00176042,0.00176042
123,590.052,1.94979,2.28188,1.98323,1.99194,0,0.19807,0.31818,0.1897,0.06055,0.00225,0.15909,0.00078,0.00015,2.34958,1.72415,2.58148,2.42385,0,0.00175844,0.00175844,0.00175844
124,594.74,2.01922,2.31254,1.97765,2.06363,0,0.20405,0.29545,0.16646,0.05337,0.00462,0.09091,0.00096,0.00015,2.46032,1.7978,2.64287,2.46787,0,0.00175646,0.00175646,0.00175646
125,599.628,1.95127,2.31436,1.94782,1.99365,0,0.19843,0.30952,0.17103,0.0503,0.00449,0.04545,0.00107,0.00017,2.49449,1.82463,2.62979,2.50354,0,0.00175448,0.00175448,0.00175448
126,604.353,1.95474,2.2725,1.96997,1.99253,0,0.22277,0.27273,0.19446,0.05063,0.01022,0.02273,0.00086,0.00015,2.3915,1.79869,2.66178,2.41983,0,0.0017525,0.0017525,0.0017525
127,609.253,1.99451,2.32314,1.98456,2.09184,0,0.20499,0.36364,0.20473,0.05306,0.00678,0.02273,0.0005,8e-05,2.34817,1.82563,2.6477,2.42887,0,0.00175052,0.00175052,0.00175052
128,613.894,2.01895,2.31135,1.98048,2.04368,0,0.20499,0.36364,0.20473,0.05306,0.00678,0.02273,0.0005,8e-05,2.34817,1.82563,2.6477,2.42887,0,0.00174854,0.00174854,0.00174854
129,618.64,1.93592,2.15904,1.93914,2.00761,0,0.24414,0.36364,0.18759,0.06098,0.01197,0.06818,0.00118,0.00014,2.36709,1.78806,2.55264,2.4307,0,0.00174656,0.00174656,0.00174656
130,623.425,1.98781,2.30325,1.98217,2.04475,0,0.24177,0.29545,0.17107,0.05873,0.00909,0.02273,0.00134,0.00023,2.37889,1.74825,2.47127,2.43705,0,0.00174458,0.00174458,0.00174458
131,628.313,1.87074,2.27675,1.92209,1.98411,0,0.2151,0.34091,0.17684,0.06185,0.00741,0.02273,0.00113,0.00024,2.4066,1.73765,2.47205,2.45474,0,0.0017426,0.0017426,0.0017426
